Context,Actual,Response
"[SOC][User]I want to visit a theater in the center of town.[slots][Bot]There are 4 matches. I don't have any info on the fees. Do you have any other preferences? [slots]I do n't have any info 4[User]No other preferences, I just want to be sure to get the phone number of whichever theatre we pick. [slots][EOC]",[Bot]I recommend the cambridge corn exchange there phone number is 01223357851. Is there anything else I can help you with? ,[SOR][Bot]When would you like the phone number for The Cambridge Arts Theatre?
"[SOC][User]No other preferences, I just want to be sure to get the phone number of whichever theatre we pick. [slots][Bot]I recommend the cambridge corn exchange there phone number is 01223357851. Is there anything else I can help you with? [slots]01223357851 cambridge corn exchange[User]Yes, I am looking for a Tuesday train.[slots]tuesday[EOC]",[Bot]Where will you be departing from and what's your destination? ,[SOR][Bot]What is your destination and location?
"[SOC][User]Yes, I am looking for a Tuesday train.[slots]tuesday[Bot]Where will you be departing from and what's your destination? [slots][User]From Cambridge to London Liverpool Street.[slots]london liverpool street cambridge[EOC]",[Bot]There are 10 trains on that route starting at 05:59 and the last one is at 23:59. What time would you like to depart or arrive? ,[SOR][Bot]Sure! What time would you like to leave by?
[SOC][User]From Cambridge to London Liverpool Street.[slots]london liverpool street cambridge[Bot]There are 10 trains on that route starting at 05:59 and the last one is at 23:59. What time would you like to depart or arrive? [slots]10 05:59 23:59[User]The train must arrive by 11:15 and I do not care what time time it leaves.   Please book one for 4 people and give me the reference number. [slots]11:15 4[EOC],"[Bot]The TR4259 fits your needs. Would you like me to book this one? You will get there at 09:27, but the next one doesn't arrive until 01:27. ","[SOR][Bot]Booking was successful, the total fee is 16.60 GBP payable at the station. Reference number is : TPQZNGG9. Any other questions today?"
"[SOC][User]The train must arrive by 11:15 and I do not care what time time it leaves.   Please book one for 4 people and give me the reference number. [slots]11:15 4[Bot]The TR4259 fits your needs. Would you like me to book this one? You will get there at 09:27, but the next one doesn't arrive until 01:27. [slots]09:27 01:27 TR4259[User]That works out fine. It will give me some time to look around before I have to be anywhere. Can you book 4 tickets for me, please?[slots]4[EOC]","[Bot]Booking was successful, the total fee is 66.4 GBP payable at the station .
Reference number is : 6FVZCUEK. Can i help with anything else today?","[SOR][Bot]Sure, I have that booked. Is there any other information you need today?"
"[SOC][User]That works out fine. It will give me some time to look around before I have to be anywhere. Can you book 4 tickets for me, please?[slots]4[Bot]Booking was successful, the total fee is 66.4 GBP payable at the station .
Reference number is : 6FVZCUEK. Can i help with anything else today?[slots]66.4 GBP 6FVZCUEK[User]Let me see... no that's all I need. Thanks. Bye. [slots][EOC]",[Bot]Thanks for calling.  Have a great day.  Goodbye!,"[SOR][Bot]No problem. Enjoy your dinner, cheers."
[SOC][User]I'm planning a trip to Cambridge and I would like some information on great saint mary's church.  Where exactly is it located?[slots]great saint mary 's church[Bot]It is located in the centre. The address is market square. Postcode is cb23pq. The entrance fee is 2 pounds.[slots]2 pounds centre cb23pq market square[User]Thank you. That's all I I need.[slots][EOC],[Bot]Is there anything else I can help you with.,[SOR][Bot]You're welcome.  Feel free to contact us in the future!
[SOC][User]Thank you. That's all I I need.[slots][Bot]Is there anything else I can help you with.[slots][User]Can I please get their phone number as well? I also need help finding a train for Monday. [slots]monday[EOC],[Bot]Yes of course. Their telephone number is 01223350914.,[SOR][Bot]Of course. Will you need tickets?
[SOC][User]Can I please get their phone number as well? I also need help finding a train for Monday. [slots]monday[Bot]Yes of course. Their telephone number is 01223350914.[slots]01223350914[User]I also need a train from birmingham new street on monday that goes to cambrige by 20:30. [slots]monday 20:30 birmingham new street[EOC],[Bot]For how many people?,[SOR][Bot]Okay. There are several Asian guesthouses available in the area. Do you prefer a hotel or perhaps a guesthouse?
"[SOC][User]I also need a train from birmingham new street on monday that goes to cambrige by 20:30. [slots]monday 20:30 birmingham new street[Bot]For how many people?[slots][User]I'm not sure yet.  For now can I just get the train ID, travel time and departure time?[slots][EOC]",[Bot]Train ID TR3130 sounds like your best bet.  It leaves at 17:40 and arrives in Cambridge at 20:23.  Travel time is 163 minutes. ,[SOR][Bot]The train ID at birmingham new street entry is 07:40 and leave at 20:23. The departure time is 21:23. Is that all you need?
"[SOC][User]I'm not sure yet.  For now can I just get the train ID, travel time and departure time?[slots][Bot]Train ID TR3130 sounds like your best bet.  It leaves at 17:40 and arrives in Cambridge at 20:23.  Travel time is 163 minutes. [slots]20:23 TR3130 Cambridge 163 minutes 17:40[User]Thanks so much![slots][EOC]",[Bot]No problem at all! Is there anything more I can help you with today?,[SOR][Bot]Can I help you with something else?
[SOC][User]Thanks so much![slots][Bot]No problem at all! Is there anything more I can help you with today?[slots][User]Yes that's all I need thanks again. Bye. [slots][EOC],[Bot]You are very welcome! I hope you have a wonderful day!,[SOR][Bot]Thank you! Then we will have a good day!
[SOC][User]I need the schedule of the the Train going to Ely on Tuesday.[slots]ely tuesday[Bot]What time do you need to leave?[slots][User]My leave time is flexible. I just need to arrive by 14:30. [slots]14:30[EOC],[Bot]Where will you be departing from?,[SOR][Bot]In that case I am sorry but I am unable to book TR1028 
[SOC][User]My leave time is flexible. I just need to arrive by 14:30. [slots]14:30[Bot]Where will you be departing from?[slots][User]I will be departing from Cambridge.[slots]cambridge[EOC],"[Bot]Train TR3420 leaves at 13:50 and gets to Ely at 14:07, 17 minute trip.  Do you need tickets?",[SOR][Bot]Train TR4260 departs cambridge at 5:00 and arrives at london kings cross at 6:00.  The cost is 23.60 pounds.   Is there anything else?
"[SOC][User]I will be departing from Cambridge.[slots]cambridge[Bot]Train TR3420 leaves at 13:50 and gets to Ely at 14:07, 17 minute trip.  Do you need tickets?[slots]TR3420 Ely 14:07 17 minute 13:50[User]Yes, I do need tickets.[slots][EOC]",[Bot]How many tickets do you need?,[SOR][Bot]Here is the information from TR3420DIT POSTQQ 	149.19 GBP payable at the station. Your Reference number is QVAD8VH4. Is there anything else I can assist you with today?
"[SOC][User]Yes, I do need tickets.[slots][Bot]How many tickets do you need?[slots][User]Well, I can do the booking myself. Can you help me find a hotel instead?[slots][EOC]",[Bot]Absolutely! What area would you like to stay in and what is your price range?,[SOR][Bot]What area and price range are you looking for?
"[SOC][User]Well, I can do the booking myself. Can you help me find a hotel instead?[slots][Bot]Absolutely! What area would you like to stay in and what is your price range?[slots][User]It doesn't matter as long as it is 3 stars. It doesn't need to include internet.[slots]3[EOC]",[Bot]alpha-milton guest house is 3 stars and does not have internet. ,[SOR][Bot]Both the gonville centre and university arms hotel are 3 stars. Which would you prefer?
[SOC][User]It doesn't matter as long as it is 3 stars. It doesn't need to include internet.[slots]3[Bot]alpha-milton guest house is 3 stars and does not have internet. [slots]3 alpha - milton guest house[User]Could I please book it for 5 people for 3 nights starting from Saturday?[slots]3 saturday 5[EOC],[Bot]Your booking was successful and your reference number is WKLNVDKN,"[SOR][Bot]OK, you're all set. Your reference number is PZAL5FGC. Anything else I can help you with today?"
"[SOC][User]Could I please book it for 5 people for 3 nights starting from Saturday?[slots]3 saturday 5[Bot]Your booking was successful and your reference number is WKLNVDKN[slots]WKLNVDKN[User]Great, that is all I need. Thank you for your help.[slots][EOC]",[Bot]enjoy your stay in Cambridge!,[SOR][Bot]You're very welcome. Have a nice day!
"[SOC][User]I'm looking for a place to stay. I'd like to stay in a guesthouse that doesn't need to include internet.[slots]guesthouse[Bot]There are a total of 24 guesthouses available. Acorn Guest House has a 4 star rating, offers free wifi and free parking. Would you be interested in booking here?[slots]Acorn Guest House 24 guesthouses 4[User]Is that in the center of town? I do need to be in the center.[slots][EOC]","[Bot]Acorn Guesthouse is not in the center, however I found two guesthouses that are.  Alexander Bed and Breakfast is 4 stars.  Would you like to book there?",[SOR][Bot]It doesn't show. Would you like a guest house or a hotel?
"[SOC][User]Is that in the center of town? I do need to be in the center.[slots][Bot]Acorn Guesthouse is not in the center, however I found two guesthouses that are.  Alexander Bed and Breakfast is 4 stars.  Would you like to book there?[slots]two center Acorn Guesthouse Alexander Bed and Breakfast 4[User]Yes, please make my reservation at the Alexander Bed and Breakfast.[slots]Alexander Bed and Breakfast[EOC]",[Bot]What day would you like to book on and for how long?,"[SOR][Bot]Certainly, do you need a reference number?"
"[SOC][User]Yes, please make my reservation at the Alexander Bed and Breakfast.[slots]Alexander Bed and Breakfast[Bot]What day would you like to book on and for how long?[slots][User]Could i get the phone number?[slots][EOC]",[Bot]I am sorry I cannot find Acorn for you. I do however have a four star guesthouse called alexander bed and breakfast. How does that sound?,"[SOR][Bot]Sure, the number is 01223241387."
[SOC][User]Could i get the phone number?[slots][Bot]I am sorry I cannot find Acorn for you. I do however have a four star guesthouse called alexander bed and breakfast. How does that sound?[slots]alexander bed and breakfast guesthouse four Acorn[User]That's fine. Can I please have the phone number?[slots][EOC],[Bot]The phone number for the alexander bed and breakfast is 01223525725. Is there anything else I can help with today?,[SOR][Bot]Sure.  The phone number is 01223241523.  Is there anything else I can help you with today?
"[SOC][User]That's fine. Can I please have the phone number?[slots][Bot]The phone number for the alexander bed and breakfast is 01223525725. Is there anything else I can help with today?[slots]alexander bed and breakfast 01223525725[User]Yes, may I have the address?[slots][EOC]",[Bot]The phone number for Alexander Bed and Breakfast is 01223525725. Is there anything else I can help you with?,[SOR][Bot]It is 56 saint barnabas road. Is that all right for you?
"[SOC][User]Yes, may I have the address?[slots][Bot]The phone number for Alexander Bed and Breakfast is 01223525725. Is there anything else I can help you with?[slots]01223525725 Alexander Bed and Breakfast[User]I'm also looking for a restaurant that is in the expensive price range and serves spanish food.[slots]spanish expensive[EOC]",[Bot]unfortunately  I do not find any expensive spanish places to dine. Would you like to try something different? Also the hotels address is 56 saint barnabas road.,[SOR][Bot]La Tasca is not available. Is there another type of restaurant that you would like me to search for?
[SOC][User]I'm also looking for a restaurant that is in the expensive price range and serves spanish food.[slots]spanish expensive[Bot]unfortunately  I do not find any expensive spanish places to dine. Would you like to try something different? Also the hotels address is 56 saint barnabas road.[slots]expensive spanish hotels 56 saint barnabas road[User]Is there a restaurant in the expensive price range that serves british food?[slots]british expensive[EOC],[Bot]There are 6 restaurants fitting that criteria. Is there a particular area of town that you would like?,[SOR][Bot]Unfortunately there are no matching records found. Would you like me to look for something else?
[SOC][User]Is there a restaurant in the expensive price range that serves british food?[slots]british expensive[Bot]There are 6 restaurants fitting that criteria. Is there a particular area of town that you would like?[slots]6[User]I don't care[slots][EOC],[Bot]How about Graffiti?  It is located in the west part of town.,[SOR][Bot]The Cambridge Chop House is located in the north part of town. It serves British food and is in the expensive price range. Would you like me to make you a reservation?
"[SOC][User]I don't care[slots][Bot]How about Graffiti?  It is located in the west part of town.[slots]west Graffiti[User]Let's go ahead and make a reservation for 6 at 19:30 for this coming Wednesday. Oh, and can I get that reference number, too, please?[slots]19:30 wednesday 6[EOC]","[Bot]All right, you have a table for six at the Graffiti. Your reference number is 5DHN40HK.",[SOR][Bot]I have made that reservation and your reference number is 6AV1VNV7.  Is there anything else I can do?
"[SOC][User]Let's go ahead and make a reservation for 6 at 19:30 for this coming Wednesday. Oh, and can I get that reference number, too, please?[slots]19:30 wednesday 6[Bot]All right, you have a table for six at the Graffiti. Your reference number is 5DHN40HK.[slots]Graffiti six 5DHN40HK[User]Thank you for your time.[slots][EOC]",[Bot]You're welcome. Can I do anything else for you?,[SOR][Bot]You're welcome. Do you need help with anything else?
[SOC][User]Thank you for your time.[slots][Bot]You're welcome. Can I do anything else for you?[slots][User]No. That sounds like everything. Thank you.[slots][EOC],[Bot]You're welcome. Enjoy your stay.,[SOR][Bot]You're welcome. Thank you for using Cambridge TownInfo centre.
"[SOC][User]Hi, can you help me find a Caribbean restaurant to eat at on my upcoming visit?[slots]caribbean[Bot]Oh no!  We don't have any Caribbean restaurants at the moment.  Is there another type you'd like?[slots]Caribbean[User]Can you please look for an Italian food restaurant?[slots]italian[EOC]",[Bot]We have quite a few Italian restaurants.  Is there a particular part of the city in which you would like to dine?,"[SOR][Bot]There are 5 Italian restaurants in the centre of town, all in the moderate price range, and all also on the west side of town. Do you have a preference?"
[SOC][User]Can you please look for an Italian food restaurant?[slots]italian[Bot]We have quite a few Italian restaurants.  Is there a particular part of the city in which you would like to dine?[slots]quite a few Italian[User]I'm looking for a italian place in the moderate price range. Can you suggest one and make reservations please?[slots]italian moderate[EOC],"[Bot]May I recommend Prezzo, it is located in the west and has a moderate price range. Is there a specific date, time and number of people?",[SOR][Bot]That narrows it down a lot. Do you have a preference on which area you'd like to dine in?
"[SOC][User]I'm looking for a italian place in the moderate price range. Can you suggest one and make reservations please?[slots]italian moderate[Bot]May I recommend Prezzo, it is located in the west and has a moderate price range. Is there a specific date, time and number of people?[slots]west moderate Prezzo[User]Yes, that sounds great, thank you. I want to book a table for 4 people at 15:15 on Wednesday. I'll also need a reference number.[slots]15:15 wednesday 4[EOC]",[Bot]You have been  booked at the Prezzo for Wednedsday at 15:15 for 4 people. Your reference number is  KCV0WNR3. Your table will be reserved for 15 minutes. Anything else?,[SOR][Bot]Your reservation for 4 at 15:15 on Wednesday at prezzo for 11 people was successful. Your Reference number is : O03KMBFG. May I help with anything else? 
"[SOC][User]Yes, that sounds great, thank you. I want to book a table for 4 people at 15:15 on Wednesday. I'll also need a reference number.[slots]15:15 wednesday 4[Bot]You have been  booked at the Prezzo for Wednedsday at 15:15 for 4 people. Your reference number is  KCV0WNR3. Your table will be reserved for 15 minutes. Anything else?[slots][User]I also need a train going to cambridge and departing from birmingham new street. [slots]cambridge birmingham new street[EOC]",[Bot]What day will you need the train?  I have to narrow it down so I can better serve you.,[SOR][Bot]Okay! What day will you be leaving and what is your preferred departure and arrival time?
[SOC][User]I also need a train going to cambridge and departing from birmingham new street. [slots]cambridge birmingham new street[Bot]What day will you need the train?  I have to narrow it down so I can better serve you.[slots][User]Wednesday and needs to arrive by 12:00.[slots]wednesday 12:00[EOC],[Bot]i have tr5635 that might work for you. it leaves at 08:40 and arrives at 11:23. can i book any tickets for you?,"[SOR][Bot]I found 1 train that departs at 5:40, would you like me to book that for you?"
[SOC][User]Wednesday and needs to arrive by 12:00.[slots]wednesday 12:00[Bot]i have tr5635 that might work for you. it leaves at 08:40 and arrives at 11:23. can i book any tickets for you?[slots]08:40 11:23 tr5635[User]No thank you. Could I get a price on those tickets though?[slots][EOC],[Bot]Tickets will be 75.10 each. Is there anything else I can help you with?,[SOR][Bot]The price of 17.60 pounds per ticket is payable at the station. 
[SOC][User]No thank you. Could I get a price on those tickets though?[slots][Bot]Tickets will be 75.10 each. Is there anything else I can help you with?[slots]75.10 each[User]can i also get the travel time please? [slots][EOC],[Bot]The train will take 163 minutes to arrive at the station.,"[SOR][Bot]It is a 60 min ride, take 163 minutes, at a fare of 57.80 pounds."
[SOC][User]can i also get the travel time please? [slots][Bot]The train will take 163 minutes to arrive at the station.[slots]163 minutes[User]That is all I need today. Thank you for your help.[slots][EOC],[Bot]You're welcome. Have a great day!,"[SOR][Bot]You're welcome enjoy enjoy,"
"[SOC][User]I am looking for information in Cambridge.[slots][Bot]Since you contacted the help desk for cambridge I assumed this, can you please give me a starting point to begin a search?[slots][User]Actually, I'll be needing to find a way to get to Petersborough. I was thinking a train might be cheaper. [slots][EOC]",[Bot]yes it is,"[SOR][Bot]There are several options in Cambridge, and in certain parts of town. What day would you like to leave?"
"[SOC][User]Actually, I'll be needing to find a way to get to Petersborough. I was thinking a train might be cheaper. [slots][Bot]yes it is[slots][User]I need to leave Cambridge on Monday and get to Pererborough by 15:00.[slots]monday 15:00 cambridge[EOC]",[Bot]Okay the TR2586 leaves at 14:06 and arrives by 14:56.,[SOR][Bot]There are 404 entries not showing up in your search for a change to your search criteria. So how about TR8207 what day would you like to go?
[SOC][User]I need to leave Cambridge on Monday and get to Pererborough by 15:00.[slots]monday 15:00 cambridge[Bot]Okay the TR2586 leaves at 14:06 and arrives by 14:56.[slots]TR2586 14:56 14:06[User]And how much does a ticket cost?[slots][EOC],[Bot]The ticket is 16.50 pounds. ,[SOR][Bot]the ticket for train TR2586 is 12.80 pounds. therefore 8 tickets will be due. Is there anything else I can do for you today?
[SOC][User]And how much does a ticket cost?[slots][Bot]The ticket is 16.50 pounds. [slots]16.50 pounds[User]And the travel time? I also need a museum to go to in the east.[slots]east museum[EOC],[Bot]The travel time for that would be 50 minutes. Cambridge Artworks would be a great museum to visit and it's free. Does that interest you?,"[SOR][Bot]There are 11 museums in the east. There are several art, folk museum and science museums."
[SOC][User]And the travel time? I also need a museum to go to in the east.[slots]east museum[Bot]The travel time for that would be 50 minutes. Cambridge Artworks would be a great museum to visit and it's free. Does that interest you?[slots]50 minutes free museum Cambridge Artworks[User]That sounds perfect. What is the address?[slots][EOC],[Bot]The address is 5 greens road.,[SOR][Bot]Cambridge Artworks postcode is cb13ef. Anything else I can do for you?
[SOC][User]That sounds perfect. What is the address?[slots][Bot]The address is 5 greens road.[slots]5 greens road[User]thanks that's all i need[slots][EOC],"[Bot]excellent, have a great day!","[SOR][Bot]Thank you, goodbye."
"[SOC][User]Yes, hello. I'd like to book a taxi to what I believe is a restaurant.[slots][Bot]Sure, I can do that.  Do you know the name of the restaurant?  Also, when would you like to be picked up and arrive by?[slots][User]Yes, Oak Bistro and will depart from Sheep's Green and Lammas land park fen causeway.[slots][EOC]","[Bot]Ok great, I will also need to know what your preferences are for your pick up and arrival times to book your taxi.","[SOR][Bot]Booking completed! Booked car type	:	black tesla
Contact number	:	07165561432
"
"[SOC][User]Yes, Oak Bistro and will depart from Sheep's Green and Lammas land park fen causeway.[slots][Bot]Ok great, I will also need to know what your preferences are for your pick up and arrival times to book your taxi.[slots][User]I would like to arrive by 16:45. I will need a contact number and car type as well. [slots]16:45[EOC]","[Bot]I have that booked, a red ford and the contact info is 07756177529",[SOR][Bot]Your taxi is booked! It's a red Toyota.
"[SOC][User]I would like to arrive by 16:45. I will need a contact number and car type as well. [slots]16:45[Bot]I have that booked, a red ford and the contact info is 07756177529[slots]red ford 07756177529[User]Great! That's all for today. Goodbye![slots][EOC]","[Bot]All right, thank you and have a great day.",[SOR][Bot]Thank you and have a fantastic night. Goodbye
"[SOC][User]I would like to find a train leaving on Thursday. [slots]thursday[Bot]I'd be happy to help you with that. Where are you departure and arrival locations?[slots][User]I will be leaving from Kings Lynn, traveling to Cambridge.[slots]cambridge kings lynn[EOC]",[Bot]We have nineteen trains available that day. What time would you like to leave by?,[SOR][Bot]Where will you go?
"[SOC][User]I will be leaving from Kings Lynn, traveling to Cambridge.[slots]cambridge kings lynn[Bot]We have nineteen trains available that day. What time would you like to leave by?[slots]nineteen[User]Anytime after 13:30 would be great. [slots]13:30[EOC]",[Bot]Okay the TR2162 leaves at 14:11. ,[SOR][Bot]I have train TR2034 that leaves at 15:11 and arrives by 15:58. Would you like a ticket?
[SOC][User]Anytime after 13:30 would be great. [slots]13:30[Bot]Okay the TR2162 leaves at 14:11. [slots]TR2162 14:11[User]What's the arrival time for that train?[slots][EOC],[Bot]That train arrives at 14:58. Will that work for you?,[SOR][Bot]And how many people will be riding in?
"[SOC][User]What's the arrival time for that train?[slots][Bot]That train arrives at 14:58. Will that work for you?[slots]14:58[User]As long as it leaves after 13:30, yes.[slots]13:30[EOC]",[Bot]It leaves at 14:11. Would you like to book it?,[SOR][Bot]I've made the train reservation. Your reference number is V6IRB7LJ.
"[SOC][User]As long as it leaves after 13:30, yes.[slots]13:30[Bot]It leaves at 14:11. Would you like to book it?[slots]14:11[User]Not right now. I'm also looking for an entertainment attraction on the east side of town. I'll need their phone number and postcode.[slots]east entertainment[EOC]",[Bot]Okay we have two. The Cherry Hinton Hall and Grounds and Funky Fun House. ,[SOR][Bot]I have the Cambridge Museum of Technology located at the old pumping station on cheddars lane. The phone number is 01223324222. Will that work?
[SOC][User]Not right now. I'm also looking for an entertainment attraction on the east side of town. I'll need their phone number and postcode.[slots]east entertainment[Bot]Okay we have two. The Cherry Hinton Hall and Grounds and Funky Fun House. [slots]Cherry Hinton Hall and Grounds and Funky Fun House .[User]Can you send me the phone number and postcode for the Funky Fun House?[slots]funky fun house[EOC],[Bot]the phone number is 01223304705 with post code cb58hy,"[SOR][Bot]Yes, the number is 01223304705 and the postcode is cb18dw. Is there anything else I can help you with today?"
[SOC][User]Can you send me the phone number and postcode for the Funky Fun House?[slots]funky fun house[Bot]the phone number is 01223304705 with post code cb58hy[slots]01223304705 cb58hy[User]Thank you. That's all I need for now. Good-bye.[slots][EOC],"[Bot]You're welcome, have a great day!",[SOR][Bot]Have a nice day.  Bye.
[SOC][User]I want to go to a museum please.[slots]museum[Bot]There are many in Cambridge. Could we narrow it down by choosing a specific area of town to search in?[slots][User]Area does not matter can you recommend one?[slots][EOC],[Bot]How about People's Portraits Exhibition at Girton College in west? ,"[SOR][Bot]Yes, the Broughton House Gallery in the Centre. Would you like their location or phone number?"
"[SOC][User]Area does not matter can you recommend one?[slots][Bot]How about People's Portraits Exhibition at Girton College in west? [slots]west People 's Portraits Exhibition at Girton College[User]That sounds good, can I have the phone number please? [slots][EOC]",[Bot]The phone number is 01223338901. Is there anything else i can help you with?,[SOR][Bot]Their phone number is 01223332360. Can I help with anything else? 
"[SOC][User]That sounds good, can I have the phone number please? [slots][Bot]The phone number is 01223338901. Is there anything else i can help you with?[slots]01223338901[User]I also need a train leaving after 18:15 and should leave on tuesday. [slots]tuesday 18:15[EOC]","[Bot]Sure, I can help you with that.  What is your place of departure? ","[SOR][Bot]Yes, there are 17 times to choose from. The closest time is 18:38. Would you like me to book a ticket?"
"[SOC][User]I also need a train leaving after 18:15 and should leave on tuesday. [slots]tuesday 18:15[Bot]Sure, I can help you with that.  What is your place of departure? [slots][User]I will be leaving bishops stortford going to cambridge, I need 6 tickets and the conf. # too please[slots]cambridge bishops stortford 6[EOC]","[Bot]Okay, I have booked you on TR9286 leaving Tuesday at 19:29 and arriving 20:07. Your reference number is CGU6UO45.",[SOR][Bot]Alright! the total fee is 132.16 Pounds.  The train ID is TR2320 and the duration of the trip will be 105 minutes.  
"[SOC][User]I will be leaving bishops stortford going to cambridge, I need 6 tickets and the conf. # too please[slots]cambridge bishops stortford 6[Bot]Okay, I have booked you on TR9286 leaving Tuesday at 19:29 and arriving 20:07. Your reference number is CGU6UO45.[slots]TR9286 19:29 CGU6UO45 20:07 Tuesday[User]Thank you that's all I need![slots][EOC]","[Bot]you are welcome, enjoy yourself.","[SOR][Bot]You're welcome, have a great day!"
"[SOC][User]Thank you that's all I need![slots][Bot]you are welcome, enjoy yourself.[slots][User]Wow, I think you are going to really enjoy yourself. The people Portraits Exhibit is an amazing experience. I would love to hear how you enjoyed it.[slots][EOC]","[Bot]If that's an invitation, I will take you up on the offer. In the meantime, thank you for using Cambridge TownInfo centre. Goodbye, now.",[SOR][Bot]It's been my pleasure to bring you to see the Portraits Exhibition. I hope you have a great day.
"[SOC][User]Hi, I'm looking to catch a train to Norwich. Are there any that depart at or around 17:00?[slots]norwich 17:00[Bot]There are departures most days from Cambridge at 17:36. Would you like any more information of train times or help booking a train?[slots]most days Cambridge 17:36[User]Does that train leave on Friday?[slots]friday[EOC]",[Bot]Yes! We have 7 trains leaving on Friday to Norwich. What time would you like to arrive by?,"[SOR][Bot]Sure. The train held on friday at 15:36. In my opinion, the only thing stopping at that time is a downing train at 16:35. Is this what you're needing?"
[SOC][User]Does that train leave on Friday?[slots]friday[Bot]Yes! We have 7 trains leaving on Friday to Norwich. What time would you like to arrive by?[slots]Friday 7 Norwich[User]No preference. [slots][EOC],"[Bot]The train closest to your preferred departure time is TR3833, going from Cambridge to Norwich at 17:36. Would you like me to book that for you?","[SOR][Bot]Okay, how does the 17:36 train sound?  It departs at 19:36.  "
"[SOC][User]No preference. [slots][Bot]The train closest to your preferred departure time is TR3833, going from Cambridge to Norwich at 17:36. Would you like me to book that for you?[slots]Norwich TR3833 17:36 Cambridge[User]Sure thing, I'd like 7 tickets please. [slots]7[EOC]","[Bot]Booking was successful, the total fee is 123.2 GBP payable at the station. Your Reference number is : P8ID3JSB.","[SOR][Bot]Booking was successful, the total fee is 118 GBP payable at the station.
Reference number is : RO89K0ZZ.  Is there anything else I can assist you with today?"
"[SOC][User]Sure thing, I'd like 7 tickets please. [slots]7[Bot]Booking was successful, the total fee is 123.2 GBP payable at the station. Your Reference number is : P8ID3JSB.[slots]123.2 GBP P8ID3JSB[User]Thank you![slots][EOC]",[Bot]You're welcome. Can I help with anything else?,[SOR][Bot]Your welcome!  Have a wonderful day!
[SOC][User]Thank you![slots][Bot]You're welcome. Can I help with anything else?[slots][User]Thanks so much for all your help.[slots][EOC],[Bot]You're welcome. Good-bye.,[SOR][Bot]You are welcome. I am glad I could help.
"[SOC][User]My friends said that I must visit Corpus Christi, can you please give me some more information about it?[slots]corpus christi[Bot]I certainly can. Corpus Christi is a college located in the center of town, on King's Parade. There's a two pound entrance fee. Do you need any additional information?[slots]two pound center of town Corpus Christi college King 's Parade[User]Yes. What is the postcode?[slots][EOC]",[Bot]The postcode is cb21rh. Do you need anything else?,[SOR][Bot]It's cb23bu. Shall I confirm the area of town you'd like to leave Cambridge to visit Corpus Christi?
[SOC][User]Yes. What is the postcode?[slots][Bot]The postcode is cb21rh. Do you need anything else?[slots]cb21rh[User]Are there any African restaurants in the centre?[slots]african centre[EOC],[Bot]I have one listing for bedouin would that work for you?,[SOR][Bot]Yes. There is an african restaurant called Bedouin at 100 Mill Road City Centre. How does that sound?
[SOC][User]Are there any African restaurants in the centre?[slots]african centre[Bot]I have one listing for bedouin would that work for you?[slots]one bedouin[User]Is this listing in the expensive price range?[slots][EOC],"[Bot]Yes, it is in the expensive price range, shall I book you a table?","[SOR][Bot]Yes, it is. My reference code is GJ62NEK3."
"[SOC][User]Is this listing in the expensive price range?[slots][Bot]Yes, it is in the expensive price range, shall I book you a table?[slots]expensive[User]Please book a table for 4 at 15:30 on saturday.[slots]15:30 saturday 4[EOC]",[Bot]Your reference number is 57KUDR6Y. Do you need anything else?,[SOR][Bot]Your table has been booked for Saturday at 15:30. Is there anything else I can do for you?
"[SOC][User]Please book a table for 4 at 15:30 on saturday.[slots]15:30 saturday 4[Bot]Your reference number is 57KUDR6Y. Do you need anything else?[slots]57KUDR6Y[User]No, that's great, thanks![slots][EOC]","[Bot]excellent, have a great day",[SOR][Bot]Have a safe trip. Goodbye.
"[SOC][User]I saw a places with a weird name, cafe jello gallery.  Can you tell me more about it?[slots]cafe jello gallery[Bot]Cafe Jello is a museum in the west part of town.[slots]west Cafe Jello museum[User]Can you give me the address, please?[slots][EOC]","[Bot]Yes, the address is Cafe Jello Gallery, 13 Magdalene Street. Would you like more information?","[SOR][Bot]That location is at cafe jello gallery, 13 magdalene street."
"[SOC][User]Can you give me the address, please?[slots][Bot]Yes, the address is Cafe Jello Gallery, 13 Magdalene Street. Would you like more information?[slots]Cafe Jello Gallery 13 Magdalene Street[User]No thanks. But I could use some help with finding a train into Cambridge.[slots]cambridge[EOC]","[Bot]I'd be happy to help with that. Where are you leaving from, and what day and time?",[SOR][Bot]Okay! What day will you be leaving?
"[SOC][User]No thanks. But I could use some help with finding a train into Cambridge.[slots]cambridge[Bot]I'd be happy to help with that. Where are you leaving from, and what day and time?[slots][User]I am leaving from Norwich on Thursday. I need to arrive by 9.[slots]thursday norwich[EOC]","[Bot]TR3948 arrives at 08:35, shall I book a ticket for you?",[SOR][Bot]There are 19 trains. Which departure site are you travelling to?
"[SOC][User]I am leaving from Norwich on Thursday. I need to arrive by 9.[slots]thursday norwich[Bot]TR3948 arrives at 08:35, shall I book a ticket for you?[slots]08:35 TR3948[User]Yes, please book it.[slots][EOC]",[Bot]Certainly! Can you tell me how many tickets you will be needing?,"[SOR][Bot]Your booking was successful, the total fee is 16.6 GBP payable at the station.
Is there anything else you need?"
