Context,Actual,Response
"[SOC][USER] that ’ s a really long line . How long do you think it ’ ll take to get through all those people ? [triples]people IsA liars line IsA merchandise people IsA hairdressers people IsA teachers people HasA wants people HasA skin people IsA not people HasA sex people IsA greedy line IsA figure people HasA information line IsA queue people FormOf persons people HasA rights people IsA psychologists people IsA persons people IsA managers people IsA celebrities people IsA politicians people HasA mission people IsA judges people HasA consciousness people HasA teeth long SimilarTo tall line IsA text people IsA dancing people IsA extroverted line IsA mark people IsA magazine people IsA scientists people HasA friends long SimilarTo abundant long SimilarTo stretch people IsA criminals people HasA emotions people IsA chefs people IsA individuals people HasA person people IsA parents people IsA better people FormOf person long SimilarTo daylong people HasA parents people IsA regularly people HasA manufactured people IsA family line IsA road line IsA conformity line IsA carrier people HasA ears people HasA lifestyles people HasA names people HasA eyes people IsA entrepreneurs people IsA jerks people IsA group people IsA secretaries people IsA headaches long SimilarTo continuing line IsA location people HasA brains people IsA physicians people HasA feelings line IsA software people IsA everywhere people HasA muscles people HasA feet people IsA exercising people IsA lawyers line IsA shape people IsA less long SimilarTo far people HasA beliefs people HasA eat[SYSTEM] it takes about 3 minutes per person , so it ’ ll probably be about an hour ’ s wait . [triples]person HasA name person HasA mouth person IsA human person SimilarTo individual person IsA organism hour IsA distance minutes FormOf minute person HasA head person HasA nose person IsA individual[USER] can I buy stamps here ? [triples]stamps FormOf stamp stamps IsA postage[EOC]",[SOR][SYSTEM] sure . How many would you like ? [EOR],[SOR][SYSTEM] yes and a visa fee will work. [EOR]
[SOC][USER] can I buy stamps here ? [triples]stamps FormOf stamp stamps IsA postage[SYSTEM] sure . How many would you like ? [triples]sure SimilarTo careful sure SimilarTo steady sure SimilarTo true like IsA approval like IsA kind sure IsA deodorant sure SimilarTo secure like IsA band[USER] I need 30 for my Christmas cards . [triples]christmas IsA festival 30 IsA weapon christmas IsA holiday need IsA condition 30 IsA automobile cards FormOf card christmas IsA season[EOC],[SOR][SYSTEM] are you sending them abroad ? [EOR],[SOR][SYSTEM] plug it in. [EOR]
[SOC][USER] I need 30 for my Christmas cards . [triples]christmas IsA festival 30 IsA weapon christmas IsA holiday need IsA condition 30 IsA automobile cards FormOf card christmas IsA season[SYSTEM] are you sending them abroad ? [triples]sending FormOf send sending IsA causing[USER] twenty of them are going abroad to China and America . [triples]china IsA country america HasA beaches going IsA action america IsA continent america IsA country going SimilarTo active going FormOf go china IsA name going IsA accomplishment america IsA ship china IsA porcelain[EOC],"[SOR][SYSTEM] do you have any going anywhere in the EU ? If you do , those are less expensive . [EOR]",[SOR][SYSTEM] they have plenty of time to upgrade their electronics before Christmas. [EOR]
"[SOC][USER] twenty of them are going abroad to China and America . [triples]china IsA country america HasA beaches going IsA action america IsA continent america IsA country going SimilarTo active going FormOf go china IsA name going IsA accomplishment america IsA ship china IsA porcelain[SYSTEM] do you have any going anywhere in the EU ? If you do , those are less expensive . [triples]eu SimilarTo e going IsA action expensive SimilarTo overpriced going SimilarTo active going FormOf go going IsA accomplishment[USER] no . [triples]nan[EOC]","[SOR][SYSTEM] ok , here you go . That will be 18 pounds and seventy two pence . [EOR]",[SOR][SYSTEM] do you want to go to Hong Kong? [EOR]
"[SOC][USER] no . [triples]nan[SYSTEM] ok , here you go . That will be 18 pounds and seventy two pence . [triples]ok FormOf okay pounds FormOf pound pence FormOf pennies pence FormOf penny ok IsA magazine[USER] and the bubble wrap ? [triples]wrap IsA sandwich bubble Causes bubble bubble IsA covering[EOC]",[SOR][SYSTEM] that ’ s another quid . [EOR],"[SOR][SYSTEM] oh, cool. That sounds like a good solution. [EOR]"
"[SOC][USER]Good evening , Saliva . What's that wonderful aroma from your kitchen ? What are you doing now ? [triples]aroma IsA smell kitchen IsA place saliva IsA liquid kitchen IsA room evening FormOf even evening IsA day evening IsA magazine[SYSTEM] I am cooking now ! [triples]cooking Causes smoke cooking FormOf cook cooking IsA album cooking Causes eating cooking IsA action cooking Causes pride cooking Causes smells cooking IsA heating cooking Causes food cooking Causes hunger cooking Causes steam cooking Causes burns[USER] Are you good at cooking ? [triples]cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving cooking Causes hunger good SimilarTo fortunate cooking IsA action good SimilarTo hot cooking IsA album good IsA advantage good SimilarTo pleasing cooking Causes food good SimilarTo redeeming cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook good SimilarTo superb good SimilarTo white cooking Causes steam good SimilarTo nice good SimilarTo solid good SimilarTo satisfactory[EOC]","[SOR][SYSTEM] I have studied its skills recently at a training school . I plan to run a restaurant , so I have to practise cooking ! [EOR]","[SOR][SYSTEM] Well, this is quite a pleasing aroma to me with olive, salmon scales, plum plum tomatoes and this juicy green tomato. [EOR]"
"[SOC][USER] Are you good at cooking ? [triples]cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving cooking Causes hunger good SimilarTo fortunate cooking IsA action good SimilarTo hot cooking IsA album good IsA advantage good SimilarTo pleasing cooking Causes food good SimilarTo redeeming cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook good SimilarTo superb good SimilarTo white cooking Causes steam good SimilarTo nice good SimilarTo solid good SimilarTo satisfactory[SYSTEM] I have studied its skills recently at a training school . I plan to run a restaurant , so I have to practise cooking ! [triples]training IsA practice cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating cooking Causes hunger cooking IsA action practise FormOf practice cooking IsA album restaurant IsA business cooking Causes food restaurant IsA building skills FormOf skill training IsA activity training FormOf train restaurant IsA magazine training IsA exercising training IsA teaching restaurant HasA seats cooking Causes burns cooking Causes smoke cooking FormOf cook restaurant HasA bathroom training SimilarTo internship restaurant IsA establishment cooking Causes steam[USER] It is a good idea . What dish are you cooking now ? ! [triples]cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving cooking Causes hunger good SimilarTo fortunate cooking IsA action good SimilarTo hot idea IsA content cooking IsA album good SimilarTo pleasing good SimilarTo nice cooking Causes food idea IsA opinion dish IsA plate good SimilarTo redeeming cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook good SimilarTo superb good SimilarTo white cooking Causes steam good IsA advantage good SimilarTo solid good SimilarTo satisfactory[EOC]",[SOR][SYSTEM] I am steaming fish in a pressure cooker . Have you ever tried steamed fish ? [EOR],[SOR][SYSTEM] I will cook a nice coconut cream. [EOR]
"[SOC][USER] It is a good idea . What dish are you cooking now ? ! [triples]cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving cooking Causes hunger good SimilarTo fortunate cooking IsA action good SimilarTo hot idea IsA content cooking IsA album good SimilarTo pleasing good SimilarTo nice cooking Causes food idea IsA opinion dish IsA plate good SimilarTo redeeming cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook good SimilarTo superb good SimilarTo white cooking Causes steam good IsA advantage good SimilarTo solid good SimilarTo satisfactory[SYSTEM] I am steaming fish in a pressure cooker . Have you ever tried steamed fish ? [triples]fish IsA person cooker SimilarTo pot fish HasA bones cooker SimilarTo stove fish HasA tail pressure IsA force fish IsA animal fish IsA animals steaming SimilarTo wet steamed SimilarTo cooked fish IsA food fish HasA scales fish HasA gills fish IsA seafood fish IsA meat fish IsA purdy pressure IsA distress steaming FormOf steam steamed FormOf steam pressure Causes osmosis pressure IsA sensation steaming IsA cooking[USER] Yes , I have . But the taste of steamed fish at that restaurant is not delicious . The fish is not well-done and too salty . [triples]fish IsA person delicious IsA website fish HasA bones fish HasA tail restaurant IsA business restaurant IsA building fish IsA animal taste IsA sense fish IsA animals steamed SimilarTo cooked fish IsA food restaurant IsA magazine fish HasA scales taste IsA sensation fish HasA gills restaurant HasA seats taste IsA experience fish IsA seafood fish IsA meat restaurant HasA bathroom fish IsA purdy steamed FormOf steam restaurant IsA establishment taste IsA discrimination delicious IsA adjective[EOC]",[SOR][SYSTEM] That's the case . I think there is not enough time to steam it and soy sauce is too much . [EOR],"[SOR][SYSTEM] That ’ s right. The appetizers are delicious, too, but the soup tastes amazing. We can only serve them hot. [EOR]"
"[SOC][USER] Yes , I have . But the taste of steamed fish at that restaurant is not delicious . The fish is not well-done and too salty . [triples]fish IsA person delicious IsA website fish HasA bones fish HasA tail restaurant IsA business restaurant IsA building fish IsA animal taste IsA sense fish IsA animals steamed SimilarTo cooked fish IsA food restaurant IsA magazine fish HasA scales taste IsA sensation fish HasA gills restaurant HasA seats taste IsA experience fish IsA seafood fish IsA meat restaurant HasA bathroom fish IsA purdy steamed FormOf steam restaurant IsA establishment taste IsA discrimination delicious IsA adjective[SYSTEM] That's the case . I think there is not enough time to steam it and soy sauce is too much . [triples]time IsA resource case IsA argument time IsA mystery steam IsA software time IsA moment time IsA constant case IsA person time IsA case soy IsA bean sauce IsA liquid time IsA experience steam IsA water time IsA musical case IsA fact time IsA money case IsA happening time IsA magazine sauce FormOf source time IsA measurement case IsA problem time IsA single steam HasA energy steam IsA gas[USER] I have the same idea as yours . [triples]idea IsA opinion idea IsA content[EOC]",[SOR][SYSTEM] It's OK . Please have a taste of it . [EOR],[SOR][SYSTEM] The only difference is the steamed fish. It's better to have raw meat instead of the fish sauce. xerox IsA liquid raw IsA meat fish IsA seafood fish HasA tail fish HasA gills
"[SOC][USER] I have the same idea as yours . [triples]idea IsA opinion idea IsA content[SYSTEM] It's OK . Please have a taste of it . [triples]ok FormOf okay ok IsA magazine taste IsA sensation taste IsA sense taste IsA discrimination taste IsA experience[USER] Thank you . Oh , it's very delicious . [triples]oh IsA base oh FormOf o delicious IsA website delicious IsA adjective[EOC]",[SOR][SYSTEM] Thank you for your praise . [EOR],[SOR][SYSTEM] I would describe it as very soft and tender and very delicious. [EOR]
"[SOC][USER] Thank you . Oh , it's very delicious . [triples]oh IsA base oh FormOf o delicious IsA website delicious IsA adjective[SYSTEM] Thank you for your praise . [triples]praise IsA approval praise IsA worship[USER] Besides steamed fish , what else are you good at cooking ? [triples]fish IsA person cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving fish HasA bones cooking Causes hunger good SimilarTo fortunate fish HasA tail cooking IsA action good SimilarTo hot cooking IsA album good SimilarTo pleasing good SimilarTo nice cooking Causes food fish IsA animal fish IsA animals steamed SimilarTo cooked fish IsA food good SimilarTo redeeming fish HasA scales fish HasA gills fish IsA seafood fish IsA meat cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook fish IsA purdy good SimilarTo superb good SimilarTo white steamed FormOf steam cooking Causes steam good IsA advantage good SimilarTo solid good SimilarTo satisfactory[EOC]","[SOR][SYSTEM] I am good at stewing beef with potato , frying chicken , hot and sour soup etc . [EOR]","[SOR][SYSTEM] I'm perfect steamed meat, Marinated ham, and banana? [EOR]"
"[SOC][USER] Besides steamed fish , what else are you good at cooking ? [triples]fish IsA person cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving fish HasA bones cooking Causes hunger good SimilarTo fortunate fish HasA tail cooking IsA action good SimilarTo hot cooking IsA album good SimilarTo pleasing good SimilarTo nice cooking Causes food fish IsA animal fish IsA animals steamed SimilarTo cooked fish IsA food good SimilarTo redeeming fish HasA scales fish HasA gills fish IsA seafood fish IsA meat cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook fish IsA purdy good SimilarTo superb good SimilarTo white steamed FormOf steam cooking Causes steam good IsA advantage good SimilarTo solid good SimilarTo satisfactory[SYSTEM] I am good at stewing beef with potato , frying chicken , hot and sour soup etc . [triples]chicken IsA software beef IsA food chicken IsA meat potato IsA starch stewing FormOf stew potato IsA vegetable chicken IsA commonly potato IsA food chicken FormOf chick chicken IsA food frying FormOf fry frying IsA cooking potato IsA root chicken IsA bird chicken IsA contest beef IsA meat potato IsA plant[USER] So many dishes . Next Friday week is my birthday . I would like to invite you to cook for my dinner party , OK ? [triples]dinner IsA meal party IsA gathering dishes IsA containers friday IsA day party IsA set party IsA organization dishes IsA circles friday IsA weekday dishes FormOf dish cook SimilarTo chef party IsA affair party IsA event party IsA person party IsA activity dinner IsA party[EOC]",[SOR][SYSTEM] Why not ? It is a good opportunity for me to practise cooking . [EOR],"[SOR][SYSTEM] Hey, don't you have any scenes with Mary? We can start and we can work on the dinner menu until Friday. After that, we have dinner! [EOR]"
"[SOC][USER] So many dishes . Next Friday week is my birthday . I would like to invite you to cook for my dinner party , OK ? [triples]dinner IsA meal party IsA gathering dishes IsA containers friday IsA day party IsA set party IsA organization dishes IsA circles friday IsA weekday dishes FormOf dish cook SimilarTo chef party IsA affair party IsA event party IsA person party IsA activity dinner IsA party[SYSTEM] Why not ? It is a good opportunity for me to practise cooking . [triples]cooking Causes eating cooking Causes pride cooking Causes smells cooking IsA heating good IsA quality good SimilarTo saving cooking Causes hunger good SimilarTo fortunate cooking IsA action opportunity IsA possibility practise FormOf practice good SimilarTo hot cooking IsA album opportunity IsA situation good SimilarTo pleasing good SimilarTo nice cooking Causes food good SimilarTo redeeming cooking Causes burns good SimilarTo complete cooking Causes smoke cooking FormOf cook good SimilarTo superb good SimilarTo white cooking Causes steam good IsA advantage good SimilarTo solid good SimilarTo satisfactory[USER] Thanks a lot . [triples]thanks FormOf thank thanks IsA aid lot IsA river lot IsA tract[EOC]",[SOR][SYSTEM] It's my pleasure . [EOR],[SOR][SYSTEM] That sounds great. Which dish are you going to be making today? [EOR]
"[SOC][USER]Room service.What can I do for you ? [triples]room IsA position room HasA walls room IsA space room IsA area service IsA aid room IsA opportunity room IsA interior service IsA work room IsA room service IsA accommodation service IsA company room IsA gathering service IsA employment room IsA place service IsA activity service IsA tableware service IsA delivery[SYSTEM] This is room 2012 . Where is my laundry ? You promised to send to me this morning . [triples]room IsA position room HasA walls room IsA space room IsA area morning SimilarTo afternoon room IsA opportunity room IsA interior laundry IsA garment room IsA room room IsA gathering laundry IsA workplace room IsA place laundry IsA clothing[USER] Well , let me check for you . I am sorry , sir . They mistook your order as a normal one.Actualty it's an express laundry , is that right ? [triples]normal SimilarTo regular order IsA state express IsA mail express SimilarTo fast order IsA denomination check IsA performing check IsA work normal SimilarTo typical check IsA draft laundry IsA workplace order IsA request check IsA bill normal SimilarTo average order IsA organization check IsA inspection order IsA command express IsA transportation order IsA rule laundry IsA garment laundry IsA clothing normal SimilarTo natural order IsA magnitude[EOC]","[SOR][SYSTEM] Yes , I ordered the express service . [EOR]","[SOR][SYSTEM] That's right. We'll double it this morning, sir. [EOR]"
"[SOC][USER] Well , let me check for you . I am sorry , sir . They mistook your order as a normal one.Actualty it's an express laundry , is that right ? [triples]normal SimilarTo regular order IsA state express IsA mail express SimilarTo fast order IsA denomination check IsA performing check IsA work normal SimilarTo typical check IsA draft laundry IsA workplace order IsA request check IsA bill normal SimilarTo average order IsA organization check IsA inspection order IsA command express IsA transportation order IsA rule laundry IsA garment laundry IsA clothing normal SimilarTo natural order IsA magnitude[SYSTEM] Yes , I ordered the express service . [triples]express IsA transportation service IsA aid express IsA mail express SimilarTo fast yes SimilarTo nod service IsA work ordered FormOf order service IsA accommodation service IsA company service IsA employment service IsA delivery yes IsA affirmative service IsA activity service IsA tableware ordered SimilarTo progressive[USER] Sir , we are terribly sorry for that.We will refund the charge and send your laundry to your room 3 hours later . Is that all right ? [triples]charge IsA request laundry IsA workplace room IsA room hours FormOf hour room IsA interior charge IsA pleading charge IsA attack room IsA place hours IsA album room IsA space laundry IsA garment charge IsA liabilities room IsA gathering laundry IsA clothing refund IsA payment room IsA position room HasA walls room IsA area charge IsA explosive room IsA opportunity charge IsA cost[EOC]",[SOR][SYSTEM] That's fine . [EOR],[SOR][SYSTEM] I am sorry that we can't accept the simple request of the service manager. [EOR]
[SOC][USER]I'd like you to do me a favor . [triples]favor IsA inclination favor IsA advantage like IsA kind like IsA approval like IsA band favor IsA kindness favor IsA approval[SYSTEM] What is it ? [triples]nan[USER] Can you mail this at the post office for me ? I have to go to the doctor for an appointment and I don't have enough time to go to the post office . [triples]doctor IsA play post IsA facility doctor IsA worker mail IsA collection appointment IsA disposal doctor IsA expert appointment IsA schedule doctor IsA scholar post IsA product mail IsA software post IsA delivery office IsA mayor post IsA shaft appointment IsA film office IsA staff office IsA state post IsA upright office IsA suite appointment IsA occupation post IsA position mail IsA message post SimilarTo get appointment IsA decision mail IsA communication post IsA company doctor IsA professional doctor IsA person office IsA building[EOC],[SOR][SYSTEM] Sure . And I'd like you to get some cold medicine for me when you go to the doctor's . [EOR],[SOR][SYSTEM] Good idea. [EOR]
"[SOC][USER]Excuse me , may I help you ? [triples]help IsA book excuse IsA explanation excuse IsA defense excuse IsA note[SYSTEM] Would you please fill some gas for me ? [triples]gas IsA generally gas HasA weight gas IsA compound gas IsA gas gas IsA fluid[USER] Sure . Which kind of gas do you want ? [triples]kind SimilarTo gentle sure SimilarTo careful gas IsA generally gas HasA weight sure SimilarTo steady kind IsA category sure SimilarTo true sure IsA deodorant sure SimilarTo secure gas IsA compound gas IsA gas gas IsA fluid[EOC]","[SOR][SYSTEM] Unleaded , please . [EOR]","[SOR][SYSTEM] Two. Twenty-seven a, cent. [EOR]"
[SOC][USER]I'll be willing to come and talk about the financing of our imports . [triples]talk IsA discussion talk IsA gossip willing SimilarTo ready financing IsA borrowing willing SimilarTo happy imports FormOf import willing FormOf will financing FormOf finance talk IsA lecture talk SimilarTo listen financing IsA finance talk IsA conversation[SYSTEM] It can be solved by drawing a draft on us at 90 days sight . [triples]drawing IsA competition sight IsA position drawing FormOf draw 90 IsA automobile drawing IsA skill drawing IsA graphic sight IsA sense 90 IsA weapon drawing IsA artwork sight IsA compass draft IsA pull draft IsA dose days FormOf day draft IsA wind drawing IsA art sight IsA display draft IsA depth draft IsA text drawing IsA representation drawing IsA drain draft IsA drink draft IsA sketch days IsA life[USER] What about a draft at 120 days sight ? [triples]draft IsA text days FormOf day draft IsA wind sight IsA sense sight IsA position days IsA life sight IsA display sight IsA compass draft IsA pull draft IsA drink draft IsA dose draft IsA sketch draft IsA depth[EOC],[SOR][SYSTEM] All right . But we demand the draft be accepted by a bank acceptable to us . [EOR],[SOR][SYSTEM] That would be excellent corners. [EOR]
[SOC][USER] What about a draft at 120 days sight ? [triples]draft IsA text days FormOf day draft IsA wind sight IsA sense sight IsA position days IsA life sight IsA display sight IsA compass draft IsA pull draft IsA drink draft IsA dose draft IsA sketch draft IsA depth[SYSTEM] All right . But we demand the draft be accepted by a bank acceptable to us . [triples]bank IsA company acceptable SimilarTo standard demand IsA activity right SimilarTo conservative right IsA position right SimilarTo outside bank IsA funds right IsA turn right IsA norm right IsA interest draft IsA pull right IsA justice draft IsA dose right SimilarTo extraordinary draft IsA wind right IsA hand right SimilarTo far draft IsA depth acceptable SimilarTo fit draft IsA text bank IsA reserve demand IsA request right SimilarTo satisfactory bank IsA array draft IsA drink draft IsA sketch[USER] A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . [triples]costs FormOf cost acceptance IsA acquisition draft IsA text acceptance IsA draft bank IsA company draft IsA wind acceptance IsA situation bank IsA funds bank IsA reserve costs IsA reimbursement imports FormOf import bank IsA array draft IsA pull draft IsA drink draft IsA dose draft IsA sketch draft IsA depth[EOC],[SOR][SYSTEM] Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . [EOR],"[SOR][SYSTEM] Yes, if there is anything we can do to accommodate your demand. [EOR]"
[SOC][USER] A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . [triples]costs FormOf cost acceptance IsA acquisition draft IsA text acceptance IsA draft bank IsA company draft IsA wind acceptance IsA situation bank IsA funds bank IsA reserve costs IsA reimbursement imports FormOf import bank IsA array draft IsA pull draft IsA drink draft IsA dose draft IsA sketch draft IsA depth[SYSTEM] Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . [triples]early SimilarTo rude bank IsA company early SimilarTo future bank IsA funds bank IsA reserve early SimilarTo young early SimilarTo beforehand early SimilarTo old exports FormOf export early SimilarTo premature early SimilarTo earliest bank IsA array investments FormOf investment loan IsA debt early SimilarTo wee[USER] I hope this transaction will pave the way for further business relations between our two countries . [triples]hope IsA feeling hope IsA emotion way IsA journey transaction IsA cooperating way IsA course business IsA aim way FormOf away way IsA condition way IsA distance business IsA business business IsA enterprise way IsA category business IsA acting way IsA share countries HasA borders countries FormOf country way IsA choice way IsA path countries HasA governments hope IsA person business IsA institution business IsA organization business IsA concern business IsA sector[EOC],[SOR][SYSTEM] So do I . [EOR],"[SOR][SYSTEM] We would like to speak to them about it, but you are out of luck. As long as we come to a satisfactory settlement in time, we can take a decent position. [EOR]"
"[SOC][USER]There's a new girl in school , have you seen her yet ? [triples]new SimilarTo revolutionary school IsA building school IsA education school IsA organization new SimilarTo rising new SimilarTo unused school IsA institution seen IsA person new SimilarTo recent new SimilarTo late school HasA classrooms girl IsA female school IsA place new SimilarTo young seen FormOf see girl IsA child new SimilarTo virgin new SimilarTo other girl IsA woman school IsA body new SimilarTo sunrise new IsA adjective new SimilarTo refreshing new SimilarTo fresh girl IsA kid[SYSTEM] I haven't seen her yet . [triples]seen FormOf see seen IsA person haven IsA site haven IsA shelter[USER] I think that she is very pretty . [triples]pretty SimilarTo beautiful pretty SimilarTo bad[EOC]",[SOR][SYSTEM] Tell me how she looks . [EOR],[SOR][SYSTEM] I can't wait to see her! [EOR]
[SOC][USER] I think that she is very pretty . [triples]pretty SimilarTo beautiful pretty SimilarTo bad[SYSTEM] Tell me how she looks . [triples]looks FormOf look[USER] She's kind of short . [triples]kind SimilarTo gentle kind IsA category short SimilarTo close short IsA tract short SimilarTo brief short SimilarTo breakable[EOC],[SOR][SYSTEM] What height is she ? [EOR],[SOR][SYSTEM] But she has that cheekbones and she'll definitely be pretty. [EOR]
[SOC][USER] She's kind of short . [triples]kind SimilarTo gentle kind IsA category short SimilarTo close short IsA tract short SimilarTo brief short SimilarTo breakable[SYSTEM] What height is she ? [triples]height IsA distance[USER] She's probably about five feet . [triples]feet FormOf foot[EOC],"[SOR][SYSTEM] That's nice , but tell me what she looks like . [EOR]",[SOR][SYSTEM] Of course.You can't say anything about her and turn feet around as you're walking. [EOR]
"[SOC][USER] She's probably about five feet . [triples]feet FormOf foot[SYSTEM] That's nice , but tell me what she looks like . [triples]nice IsA band like IsA kind like IsA approval nice SimilarTo pleasant like IsA band looks FormOf look nice SimilarTo good[USER] The first thing I noticed was her beautiful brown eyes . [triples]noticed FormOf notice thing IsA aim brown IsA colour eyes IsA opinion beautiful SimilarTo scenic thing IsA action thing IsA object noticed SimilarTo detected thing IsA entity brown IsA color beautiful SimilarTo pleasant beautiful SimilarTo pretty beautiful SimilarTo stunning thing IsA statement beautiful SimilarTo exquisite eyes FormOf eye beautiful SimilarTo gorgeous beautiful SimilarTo picturesque beautiful SimilarTo lovely beautiful SimilarTo sightly thing IsA happening thing IsA situation thing IsA feeling[EOC]",[SOR][SYSTEM] I think I might've bumped into her before . [EOR],[SOR][SYSTEM] But this angle is too far away. How long is it going to take him to get there? [EOR]
[SOC][USER] The first thing I noticed was her beautiful brown eyes . [triples]noticed FormOf notice thing IsA aim brown IsA colour eyes IsA opinion beautiful SimilarTo scenic thing IsA action thing IsA object noticed SimilarTo detected thing IsA entity brown IsA color beautiful SimilarTo pleasant beautiful SimilarTo pretty beautiful SimilarTo stunning thing IsA statement beautiful SimilarTo exquisite eyes FormOf eye beautiful SimilarTo gorgeous beautiful SimilarTo picturesque beautiful SimilarTo lovely beautiful SimilarTo sightly thing IsA happening thing IsA situation thing IsA feeling[SYSTEM] I think I might've bumped into her before . [triples]ve FormOf have bumped FormOf bump[USER] Are you telling me that you've seen her before ? [triples]seen IsA person telling FormOf tell telling IsA informing seen FormOf see ve FormOf have[EOC],[SOR][SYSTEM] I believe so . [EOR],"[SOR][SYSTEM] Oh, well. I didn ’ t see her in church before. [EOR]"
"[SOC][USER]Take a seat inside and see what you think.So you will take the Porsche then , sir ? [triples]seat IsA furniture inside IsA surface inside SimilarTo interior seat IsA device seat IsA center seat IsA location seat Causes sit sir IsA man seat IsA space seat IsA chair inside SimilarTo wrong seat IsA company porsche IsA company seat IsA part seat IsA support sir SimilarTo madam inside IsA region sir SimilarTo miss inside SimilarTo inner[SYSTEM] Yes , and I want to buy the insurance too . I think it's necessary . [triples]insurance IsA insurance yes SimilarTo nod insurance IsA contract insurance IsA security yes IsA affirmative necessary SimilarTo inevitable necessary SimilarTo indispensable[USER] You're smart to buy it . At 45 dollars for three days , it is a good deal . [triples]deal IsA result deal IsA agreement dollars FormOf dollar deal IsA distribution smart IsA company smart SimilarTo automatic smart IsA pain deal IsA board smart SimilarTo intense smart SimilarTo clever deal IsA transaction 45 IsA automobile smart SimilarTo fast[EOC]",[SOR][SYSTEM] Can I return the car in San Francisco ? [EOR],[SOR][SYSTEM] OK. It costs just twenty dollars. [EOR]
"[SOC][USER] You're smart to buy it . At 45 dollars for three days , it is a good deal . [triples]deal IsA result deal IsA agreement dollars FormOf dollar deal IsA distribution smart IsA company smart SimilarTo automatic smart IsA pain deal IsA board smart SimilarTo intense smart SimilarTo clever deal IsA transaction 45 IsA automobile smart SimilarTo fast[SYSTEM] Can I return the car in San Francisco ? [triples]san IsA river return IsA arrival return IsA turning car IsA item car HasA windows car HasA engine car HasA tires car IsA machine car IsA vehicle return IsA motion return IsA income car HasA roof car HasA filter francisco IsA planet car HasA seats car IsA tool car IsA compartment return IsA run car Causes pollution car HasA wheels car HasA horn car HasA seat[USER] San Francisco ? No , sir.We only have this office here . You will have to return it here . [triples]sir SimilarTo madam san IsA river return IsA arrival return IsA turning office IsA suite francisco IsA planet sir SimilarTo miss return IsA run office IsA mayor sir IsA man office IsA staff return IsA motion return IsA income office IsA state office IsA building[EOC]",[SOR][SYSTEM] Really ? I heard in America you can return rental cars in different cities . [EOR],[SOR][SYSTEM] No problem. May I see your receipt? [EOR]
"[SOC][USER] San Francisco ? No , sir.We only have this office here . You will have to return it here . [triples]sir SimilarTo madam san IsA river return IsA arrival return IsA turning office IsA suite francisco IsA planet sir SimilarTo miss return IsA run office IsA mayor sir IsA man office IsA staff return IsA motion return IsA income office IsA state office IsA building[SYSTEM] Really ? I heard in America you can return rental cars in different cities . [triples]cars HasA wheels return IsA arrival return IsA turning cities FormOf city rental IsA transaction cars IsA buy cars HasA stripes america HasA beaches return IsA motion cars HasA windows return IsA income cars IsA band cars FormOf car cars HasA bumper cars HasA engine america IsA country america IsA ship cars IsA things cars HasA seats cars HasA trunks return IsA run cars IsA automobiles america IsA continent cars IsA album cars HasA doors[USER] No , sir . That's only with the very big companies . I'm sorry , but this car must be returned to this lot . [triples]car IsA item car HasA windows companies HasA logos companies FormOf company car HasA engine car HasA tires car IsA machine car IsA vehicle returned FormOf return sir IsA man car HasA roof companies HasA secretaries car HasA filter car HasA seats car IsA tool car IsA compartment sir SimilarTo madam sir SimilarTo miss car Causes pollution car HasA wheels car HasA horn car HasA seat[EOC]","[SOR][SYSTEM] Well , I guess I will have to drive back down then . Hmm . I didn't think of that . [EOR]",[SOR][SYSTEM] Where must we get gas for the car? [EOR]
